,index,surname,first_name,name,birth_date,twitter_url,handle,wikipedia,in_current_parliament
538,1328,Cox,Geoffrey,Geoffrey Cox,1960-04-30,https://twitter.com/Geoffrey_Cox,@Geoffrey_Cox,https://en.wikipedia.org/wiki/Geoffrey_Cox_(British_politician),1
539,1330,Davies,Glyn,Glyn Davies,1944-02-16,https://twitter.com/GlynDaviesMP,@GlynDaviesMP,https://en.wikipedia.org/wiki/Glyn_Davies_(British_politician),1
540,1332,,Alex,Alex Chalk,1976-08-08,https://twitter.com/alexchalkchelt,@alexchalkchelt,https://en.wikipedia.org/wiki/Alex_Chalk,1
541,1334,Stewart,Iain,Iain Stewart,1972-09-18,https://twitter.com/iainastewart,@iainastewart,https://en.wikipedia.org/wiki/Iain_Stewart_(politician),1
542,1335,Huddleston,Nigel,Nigel Huddleston,1970-10-13,https://twitter.com/huddlestonnigel,@huddlestonnigel,https://en.wikipedia.org/wiki/Nigel_Huddleston,1
543,1336,,Andreas,Andrew Slaughter,1960-09-29,https://twitter.com/hammersmithandy,@hammersmithandy,https://en.wikipedia.org/wiki/Andy_Slaughter,1
544,1338,Hoey,Kate,Kate Hoey,1946-06-21,https://twitter.com/KateHoeyMP,@KateHoeyMP,http://en.wikipedia.org/wiki/Kate_Hoey,1
545,1339,Allen,Heidi,Heidi Allen,1975-01-18,https://twitter.com/heidiallen75,@heidiallen75,https://en.wikipedia.org/wiki/Heidi_Allen,1
546,1340,,Angela,Angela Crawley,1987-06-03,https://twitter.com/AngelaCrawley30,@AngelaCrawley30,https://en.wikipedia.org/wiki/Angela_Crawley,1
547,1343,,Margaret,Margaret Greenwood,1959-03-14,https://twitter.com/mgreenwoodww,@mgreenwoodww,https://en.wikipedia.org/wiki/Margaret_Greenwood,1
548,1346,Truss,Elizabeth,Elizabeth Truss,1975-07-26,https://twitter.com/trussliz,@trussliz,https://en.wikipedia.org/wiki/Elizabeth_Truss,1
549,1347,Percy,Andrew,Andrew Percy,1977-09-18,https://twitter.com/AndrewPercy,@AndrewPercy,https://en.wikipedia.org/wiki/Andrew_Percy,1
550,1348,Simpson,David,David Simpson,1959-02-16,https://twitter.com/DavidSimpsonDUP,@DavidSimpsonDUP,https://en.wikipedia.org/wiki/David_Simpson_(British_politician),1
551,1350,May,Theresa,Theresa May,1956-10-01,https://twitter.com/theresa_may,@theresa_may,https://en.wikipedia.org/wiki/Theresa_May,1
552,1355,,Alison,Alison McGovern,1980-12-30,https://twitter.com/Alison_McGovern,@Alison_McGovern,https://en.wikipedia.org/wiki/Alison_McGovern,1
553,1356,Western,Matt,Matt Western,1962-11,https://twitter.com/mattwestern_,@mattwestern_,,1
554,1358,,James,James Heappey,1981-01-30,https://twitter.com/jsheappey,@jsheappey,https://en.wikipedia.org/wiki/James_Heappey,1
555,1359,Vaz,Valerie,Valerie Vaz,1954-12-07,https://twitter.com/Valerie_VazMP,@Valerie_VazMP,https://en.wikipedia.org/wiki/Valerie_Vaz,1
556,1360,Selous,Andrew,Andrew Selous,1962-04-27,https://twitter.com/AndrewSelous,@AndrewSelous,http://en.wikipedia.org/wiki/Andrew_Selous,1
557,1361,Smith,Nick,Nick Smith,1960-01-14,https://twitter.com/NickSmith4BG,@NickSmith4BG,http://en.wikipedia.org/wiki/Nick_Smith_(British_politician),1
558,1366,Streeter,Gary,Gary Streeter,1955-10-02,https://twitter.com/garystreeterSWD,@garystreeterSWD,https://en.wikipedia.org/wiki/Gary_Streeter,1
559,1372,Butler,Dawn,Dawn Butler,1969-11-03,https://twitter.com/dawnbutlerbrent,@dawnbutlerbrent,https://en.wikipedia.org/wiki/Dawn_Butler,1
560,1377,Spelman,Caroline,Caroline Spelman,1958-05-04,https://twitter.com/spelmanc,@spelmanc,https://en.wikipedia.org/wiki/Caroline_Spelman,1
561,1380,Cunningham,Alex,Alex Cunningham,1955-05-01,https://twitter.com/ACunninghamMP,@ACunninghamMP,https://en.wikipedia.org/wiki/Alex_Cunningham,1
562,1382,Turner,Karl,Karl Turner,1971-04-15,https://twitter.com/KarlTurnerMP,@KarlTurnerMP,https://en.wikipedia.org/wiki/Karl_Turner_(British_politician),1
563,1383,Fabricant,Michael,Michael Fabricant,1950-06-12,https://twitter.com/Mike_Fabricant,@Mike_Fabricant,https://en.wikipedia.org/wiki/Michael_Fabricant,1
564,1385,Morden,Jessica,Jessica Morden,1968-05-29,https://twitter.com/jessicamordenmp,@jessicamordenmp,https://en.wikipedia.org/wiki/Jessica_Morden,1
565,1386,Eagle,Angela,Angela Eagle,1961-02-17,https://twitter.com/angelaeagle,@angelaeagle,https://en.wikipedia.org/wiki/Angela_Eagle,1
566,1390,Churchill,Jo,Jo Churchill,1964-03-18,https://twitter.com/jochurchill4,@jochurchill4,https://en.wikipedia.org/wiki/Jo_Churchill,1
567,1391,Jones,Darren,Darren Jones,1986-11-13,https://twitter.com/darrenpjones,@darrenpjones,,1
568,1392,Miller,Maria,Maria Miller,1964-03-26,https://twitter.com/mariamiller2015,@mariamiller2015,https://en.wikipedia.org/wiki/Maria_Miller,1
569,1393,Hillier,Meg,Meg Hillier,1969-02-14,https://twitter.com/Meg_HillierMP,@Meg_HillierMP,http://en.wikipedia.org/wiki/Meg_Hillier,1
570,1395,,Karen,Karen Lee,1959-01-15,https://twitter.com/KarenLeeMP,@KarenLeeMP,,1
571,1398,,Lloyd,Lloyd Russell-Moyle,1986-09-14,https://twitter.com/lloyd_rm,@lloyd_rm,,1
572,1399,,Ann,Ann Clwyd,1937-03-21,https://twitter.com/AnnClwyd,@AnnClwyd,http://en.wikipedia.org/wiki/Ann_Clwyd,1
573,1400,Bone,Peter,Peter Bone,1952-10-19,https://twitter.com/PeterBoneUK,@PeterBoneUK,https://en.wikipedia.org/wiki/Peter_Bone,1
574,1401,Offord,Matthew,Matthew Offord,1969-09-03,https://twitter.com/Offord4Hendon,@Offord4Hendon,http://en.wikipedia.org/wiki/Matthew_Offord,1
575,1403,Morris,James,James Morris,1967-02-04,https://twitter.com/JamesMorris,@JamesMorris,https://en.wikipedia.org/wiki/James_Morris_(British_politician),1
576,1407,Hardy,Emma,Emma Hardy,1980-09-16,https://twitter.com/EmmaHardyMP,@EmmaHardyMP,,1
577,1408,Neill,Bob,Bob Neill,1952-06-24,https://twitter.com/neill_bob,@neill_bob,http://en.wikipedia.org/wiki/Bob_Neill,1
578,1410,Ali,,Rushanara Ali,1975-03-14,https://twitter.com/rushanaraali,@rushanaraali,https://en.wikipedia.org/wiki/Rushanara_Ali,1
579,1412,Campbell,Alan,Alan Campbell,1957-07-08,https://twitter.com/alancampbellmp,@alancampbellmp,http://en.wikipedia.org/wiki/Alan_Campbell_%28politician%29,1
580,1417,,Julian,Julian Knight,1972-01-05,https://twitter.com/julianknight15,@julianknight15,https://en.wikipedia.org/wiki/Julian_Knight_%28politician%29,1
581,1418,Gray,Neil,Neil Gray,1986-03-16,https://twitter.com/NeilGrayMP,@NeilGrayMP,https://en.wikipedia.org/wiki/Neil_Gray,1
582,1421,,Roger,Roger Godsiff,1946-06-28,https://twitter.com/RogerGodsiff,@RogerGodsiff,https://en.wikipedia.org/wiki/Roger_Godsiff,1
583,1423,Pearce,Teresa,Teresa Pearce,1955-02-01,https://twitter.com/tpearce003,@tpearce003,https://en.wikipedia.org/wiki/Teresa_Pearce,1
584,1425,Keeley,Barbara,Barbara Keeley,1952-03-26,https://twitter.com/KeeleyMP,@KeeleyMP,https://en.wikipedia.org/wiki/Barbara_Keeley,1
585,1426,Maclean,Rachel,Rachel Maclean,1965-10-03,https://twitter.com/redditchrachel,@redditchrachel,,1
586,1429,Sharma,,Virendra Sharma,1947-04-05,https://twitter.com/VirendraSharma,@VirendraSharma,https://en.wikipedia.org/wiki/Virendra_Sharma,1
587,1432,,Mary,Mary Glindon,1957-01-13,https://twitter.com/GlindonMary,@GlindonMary,https://en.wikipedia.org/wiki/Mary_Glindon,1
